id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
171598,"Gravy, meat or poultry, low sodium, prepared",,súp & nước sốt,53,3.8,6.16,2.4,0.3,,18,81,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171598",FALSE
171599,"Gravy, HEINZ Home Style, savory beef",,súp & nước sốt,39,1.09,6.24,1.13,0.7,,587,22,10,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171599",FALSE
171601,"Barbecue loaf, pork, beef",,thịt chế biến,173,15.84,6.4,8.9,0,,1334,329,132,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171601",FALSE
171602,"Soup, cream of chicken, canned, condensed, reduced sodium",,súp & nước sốt,58,1.8,9.5,1.3,0.4,,357,272,23,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171602",FALSE
171603,"Sauce, alfredo mix, dry",,súp & nước sốt,535,15.32,36.52,36.35,2,,2590,254,415,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171603",FALSE
171604,"Sauce, peppers, hot, chili, mature red, canned",,súp & nước sốt,21,0.9,3.9,0.6,0.7,,25,564,16,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171604",FALSE
171605,"Sauce, chili, peppers, hot, immature green, canned",,súp & nước sốt,20,0.7,5,0.1,1.9,,25,564,14,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171605",FALSE
171606,Fish broth,,súp & nước sốt,16,2,0.4,0.6,0,,200,86,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171606",FALSE
171607,"Soup, cream of mushroom, low sodium, ready-to-serve, canned",,súp & nước sốt,53,1,4.53,3.7,0.2,,20,41,20,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171607",FALSE
171608,"Potato soup, instant, dry mix",,súp & nước sốt,343,9.2,76.14,3.1,7.6,,2400,1248,279,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171608",FALSE
171609,"Soup, chicken broth, low sodium, canned",,súp & nước sốt,16,2,1.2,0.6,0,,30,86,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171609",FALSE
171610,"Sauce, worcestershire",,súp & nước sốt,77,0,19.17,0,0,,1300,800,60,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171610",FALSE
171611,"Soup, beef and mushroom, low sodium, chunk style",,súp & nước sốt,69,4.3,9.58,2.3,0.2,,25,140,50,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171611",FALSE
171612,"Soup, beef stroganoff, canned, chunky style, ready-to-serve",,súp & nước sốt,98,5.1,9,4.6,0.6,,435,140,50,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171612",FALSE
171613,"Soup, bouillon cubes and granules, low sodium, dry",,súp & nước sốt,438,16.7,64.88,13.89,0.2,,1067,309,166,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171613",FALSE
171614,"Soup, ramen noodle, beef flavor, dry",,súp & nước sốt,441,10.06,60.34,17.73,3,,1727,177,115,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171614",FALSE
171615,"Soup, ramen noodle, chicken flavor, dry",,súp & nước sốt,439,10.22,60.23,17.52,2.9,,1923,183,115,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171615",FALSE
171616,"Beerwurst, beer salami, pork",,thịt chế biến,238,14.24,2.06,18.8,0,,1240,253,103,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171616",FALSE
171617,"Sausage, Berliner, pork, beef",,thịt chế biến,230,15.27,2.59,17.2,0,,1297,283,130,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171617",FALSE
171618,Blood sausage,,thịt chế biến,379,14.6,1.29,34.5,0,,680,38,22,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171618",FALSE
171619,"Bockwurst, pork, veal, raw",,thịt chế biến,301,14.03,2.95,25.87,1,,756,270,169,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171619",FALSE
171620,"Bratwurst, pork, cooked",,thịt chế biến,333,13.72,2.85,29.18,0,,846,348,208,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171620",FALSE
171621,"Braunschweiger (a liver sausage), pork",,thịt chế biến,327,14.5,3.1,28.5,0,,977,199,168,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171621",FALSE
171622,"Bratwurst, pork, beef, link",,thịt chế biến,323,14.3,2.98,27.8,0,,1112,281,134,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171622",FALSE
171623,"Cheesefurter, cheese smokie, pork, beef",,thịt chế biến,328,14.1,1.51,29,0,,1082,206,178,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171623",FALSE
171624,"Frankfurter, chicken",,thịt chế biến,223,15.51,2.74,16.19,0,,1027,202,162,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171624",FALSE
171625,"Frankfurter, turkey",,thịt chế biến,223,12.23,3.81,17.29,0,,911,392,172,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171625",FALSE
171626,"Ham, chopped, canned",,thịt chế biến,239,16.06,0.26,18.83,0,,1280,284,139,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171626",FALSE
171627,"Ham, chopped, not canned",,thịt chế biến,221,16.5,0,16.7,0,,1194,319,155,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171627",FALSE
171628,Ham and cheese loaf or roll,,thịt chế biến,241,13.6,4,18.7,0,,1000,294,253,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171628",FALSE
171629,Ham and cheese spread,,thịt chế biến,245,16.18,2.28,18.53,0,,1197,162,495,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171629",FALSE
171630,"Headcheese, pork",,thịt chế biến,157,13.83,0,10.9,0,,941,31,56,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171630",FALSE
171631,"Sausage, Italian, pork, mild, raw",,thịt chế biến,290,13.9,2.97,24.26,0,,563,211,126,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171631",FALSE
171632,"Sausage, pork and turkey, pre-cooked",,thịt chế biến,342,12.05,3.63,30.64,0,,876,230,136,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171632",FALSE
171633,"Frankfurter, meat and poultry, cooked, boiled",,thịt chế biến,298,10.31,4.96,26.28,0,,914,323,180,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171633",FALSE
171634,"Frankfurter, meat and poultry, cooked, grilled",,thịt chế biến,302,10.67,5.24,26.43,0,,1079,387,192,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171634",FALSE
171635,"Pork sausage, link/patty, reduced fat, unprepared",,thịt chế biến,217,16.75,0.2,16.55,0,,581,275,153,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171635",FALSE
171636,"Pork sausage, link/patty, reduced fat, cooked, pan-fried",,thịt chế biến,267,20.94,0.15,20.32,0,,698,328,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171636",FALSE
171637,"Bologna, meat and poultry",,thịt chế biến,281,10.34,6.31,23.77,0,,1379,320,212,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171637",FALSE
171638,"Meatballs, frozen, Italian style",,thịt chế biến,286,14.4,8.06,22.21,2.3,,666,296,239,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171638",FALSE
171639,"Bacon, turkey, microwaved",,thịt chế biến,368,29.5,4.24,25.87,0,,2021,666,416,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171639",FALSE
171640,"Bacon, turkey, low sodium",,thịt chế biến,253,13.33,4.8,20,0,,900,156,145,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171640",FALSE
171641,"Cereals ready-to-eat, POST, ALPHA-BITS",,ngũ cốc ăn sáng,389,10,80.3,4.6,7.1,,592,267,309,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171641",FALSE
171642,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",,ngũ cốc ăn sáng,398,4.39,85.51,5.12,2.5,,754,186,167,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171642",FALSE
171643,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",,ngũ cốc ăn sáng,397,4.45,85.93,4.83,2.6,,725,187,168,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171643",FALSE
171644,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",,ngũ cốc ăn sáng,417,7.1,78.65,9.23,2.7,,742,236,194,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171644",FALSE
171645,"Cereals ready-to-eat, POST, FRUITY PEBBLES",,ngũ cốc ăn sáng,402,4.62,86.1,4.02,0.8,,531,72,71,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171645",FALSE
171646,"Cereals ready-to-eat, granola, homemade",,ngũ cốc ăn sáng,489,13.67,53.88,24.31,8.9,,26,539,431,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171646",FALSE
171649,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",,ngũ cốc ăn sáng,406,4.51,85.03,6.08,2.3,,740,187,168,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171649",FALSE
171650,"Cereals ready-to-eat, POST Raisin Bran Cereal",,ngũ cốc ăn sáng,324,7.6,78.9,1.6,13.7,,382,525,339,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171650",FALSE
171651,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",,ngũ cốc ăn sáng,383,7.01,87.78,0.9,1.4,,5,116,118,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171651",FALSE
171652,"Cereals ready-to-eat, POST, GOLDEN CRISP",,ngũ cốc ăn sáng,380,5.5,90.1,1.7,5,,95,176,227,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171652",FALSE
171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",,ngũ cốc ăn sáng,372,26.55,58.11,7.78,10.2,,11,964,1011,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171653",FALSE
171654,"Cereals, corn grits, white, regular and quick, enriched, dry",,ngũ cốc ăn sáng,370,7.65,79.09,1.75,4.6,,1,141,111,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171654",FALSE
171655,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",,ngũ cốc ăn sáng,71,1.71,14.76,0.46,0.8,,2,27,20,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171655",FALSE
171656,"Cereals, QUAKER, corn grits, instant, plain, dry",,ngũ cốc ăn sáng,343,7.31,78.42,2.14,4.2,,1121,135,72,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171656",FALSE
171657,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt",,ngũ cốc ăn sáng,50,1.44,10.52,0.21,0.5,,6,16,15,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171657",FALSE
171658,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",,ngũ cốc ăn sáng,360,11.6,73.19,1.41,4.2,,124,153,252,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171658",FALSE
171659,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt",,ngũ cốc ăn sáng,55,1.82,10.92,0.34,0.8,,18,23,37,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171659",FALSE
171660,"Cereals, CREAM OF WHEAT, instant, dry",,ngũ cốc ăn sáng,366,10.6,75.5,1.4,3.3,,571,115,103,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171660",FALSE
171661,"Cereals, oats, instant, fortified, plain, dry",,ngũ cốc ăn sáng,362,11.92,69.52,6.9,10,,220,366,423,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171661",FALSE
171662,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",,ngũ cốc ăn sáng,68,2.37,11.67,1.36,1.7,,49,61,77,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171662",FALSE
171663,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",,ngũ cốc ăn sáng,366,8.62,76.74,4.61,8.3,,454,327,294,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171663",FALSE
171664,"Cereals, oats, instant, fortified, with cinnamon and spice, dry",,ngũ cốc ăn sáng,369,9.53,76.08,4.84,8,,434,284,322,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171664",FALSE
171665,"Cereals, WHEATENA, dry",,ngũ cốc ăn sáng,357,13.1,75.6,2.9,12.8,,13,492,384,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171665",FALSE
171666,"Cereals, WHEATENA, cooked with water",,ngũ cốc ăn sáng,56,2,11.8,0.5,2.7,,2,77,60,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171666",FALSE
171667,"Cereals, whole wheat hot natural cereal, dry",,ngũ cốc ăn sáng,342,11.2,75.2,2,9.5,,2,389,379,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171667",FALSE
171668,"Cereals, whole wheat hot natural cereal, cooked with water, without salt",,ngũ cốc ăn sáng,62,2,13.7,0.4,1.6,,0,71,69,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171668",FALSE
171669,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",,ngũ cốc ăn sáng,366,16.26,76.39,2.15,9.4,,5,364,331,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171669",FALSE
171670,"Cereals, corn grits, yellow, regular and quick, unenriched, dry",,ngũ cốc ăn sáng,371,8.8,79.6,1.2,1.6,,1,137,73,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171670",FALSE
171671,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",,ngũ cốc ăn sáng,71,1.71,14.76,0.46,0.8,,223,27,20,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171671",FALSE
171672,"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt",,ngũ cốc ăn sáng,65,1.23,13.86,0.39,0.7,,2,22,14,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171672",FALSE
171673,"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt",,ngũ cốc ăn sáng,65,1.23,13.86,0.39,0.7,,223,22,14,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171673",FALSE
171674,"Cereals, MALT-O-MEAL, chocolate, dry",,ngũ cốc ăn sáng,363,10.6,79.55,0.82,2.8,,10,245,124,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171674",FALSE
171675,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt",,ngũ cốc ăn sáng,71,2.54,12,1.52,1.7,,71,70,77,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171675",FALSE
171676,"Cereals, WHEATENA, cooked with water, with salt",,ngũ cốc ăn sáng,59,2.03,11.74,0.45,2,,238,77,60,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171676",FALSE
171677,"Cereals, whole wheat hot natural cereal, cooked with water, with salt",,ngũ cốc ăn sáng,62,2,13.7,0.4,1.6,,233,71,69,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171677",FALSE
171678,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",,ngũ cốc ăn sáng,350,8.81,79.4,1.92,10.3,,2,327,331,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171678",FALSE
171679,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey",,ngũ cốc ăn sáng,396,6.78,84.94,4.17,5,,515,200,133,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171679",FALSE
171680,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds",,ngũ cốc ăn sáng,379,7.8,77.26,4.88,6.1,,453,240,204,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171680",FALSE
171681,"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS",,ngũ cốc ăn sáng,387,8.59,79.62,4.51,6.3,,695,241,318,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171681",FALSE
171683,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry",,ngũ cốc ăn sáng,386,9.81,69.47,9.8,7.7,,337,317,287,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171683",FALSE
171684,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry",,ngũ cốc ăn sáng,390,8.18,70.53,10.36,7,,356,344,239,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171684",FALSE
171685,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry",,ngũ cốc ăn sáng,353,11.31,72.58,4.4,8.5,,354,445,358,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171685",FALSE
171686,"Acerola, (west indian cherry), raw",,trái cây,32,0.4,7.69,0.3,1.1,,7,146,11,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171686",FALSE
171687,"Acerola juice, raw",,trái cây,23,0.4,4.8,0.3,0.3,,3,97,9,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171687",FALSE
171688,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",,trái cây,52,0.26,13.81,0.17,2.4,,1,107,11,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171688",FALSE
171689,"Apples, raw, without skin",,trái cây,48,0.27,12.76,0.13,1.3,,0,90,11,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171689",FALSE
171690,"Apples, dehydrated (low moisture), sulfured, stewed",,trái cây,74,0.28,19.91,0.12,2.6,,26,136,12,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171690",FALSE
171691,"Apples, dried, sulfured, uncooked",,trái cây,243,0.93,65.89,0.32,8.7,,87,450,38,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171691",FALSE
171692,"Apples, dried, sulfured, stewed, without added sugar",,trái cây,57,0.22,15.32,0.07,2,,20,105,9,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171692",FALSE
171693,"Apples, dried, sulfured, stewed, with added sugar",,trái cây,83,0.2,20.73,0.07,1.9,,19,98,8,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171693",FALSE
171694,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",,trái cây,48,0.28,12.31,0.32,1.3,,3,77,8,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171694",FALSE
171695,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",,trái cây,42,0.17,11.27,0.1,1.1,,2,74,5,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171695",FALSE
171696,"Applesauce, canned, sweetened, without salt",,trái cây,68,0.16,17.49,0.17,1.2,,2,75,6,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171696",FALSE
171697,"Apricots, raw",,trái cây,48,1.4,11.12,0.39,2,,1,259,23,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171697",FALSE
171698,"Apricots, canned, water pack, with skin, solids and liquids",,trái cây,27,0.71,6.39,0.16,1.6,,3,192,13,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171698",FALSE
171699,"Apricots, canned, heavy syrup pack, with skin, solids and liquids",,trái cây,83,0.53,21.47,0.08,1.6,,4,140,12,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171699",FALSE
171700,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",,trái cây,83,0.51,21.45,0.09,1.6,,11,134,13,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171700",FALSE
171701,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",,trái cây,96,0.55,24.85,0.04,1.6,,13,126,15,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171701",FALSE
171703,"Apricots, frozen, sweetened",,trái cây,98,0.7,25.1,0.1,2.2,,4,229,19,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171703",FALSE
171704,"Apricot nectar, canned, with added ascorbic acid",,trái cây,56,0.17,13.63,0.45,0.1,,8,67,5,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171704",FALSE
171705,"Avocados, raw, all commercial varieties",,trái cây,160,2,8.53,14.66,6.7,,7,485,52,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171705",FALSE
171706,"Avocados, raw, California",,trái cây,167,1.96,8.64,15.41,6.8,,8,507,54,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171706",FALSE
171707,"Avocados, raw, Florida",,trái cây,120,2.23,7.82,10.06,5.6,,2,351,40,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171707",FALSE
171708,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",,trái cây,333,1.25,80.45,0.73,2.5,,13,376,36,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171708",FALSE
171709,"Blackberries, canned, heavy syrup, solids and liquids",,trái cây,92,1.31,23.1,0.14,3.4,,3,99,14,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171709",FALSE
171710,"Blackberries, frozen, unsweetened",,trái cây,64,1.18,15.67,0.43,5,,1,140,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171710",FALSE
171711,"Blueberries, raw",,trái cây,57,0.74,14.49,0.33,2.4,,1,77,12,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171711",FALSE
171712,"Boysenberries, canned, heavy syrup",,trái cây,88,0.99,22.31,0.12,2.6,,3,90,10,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171712",FALSE
171713,"Boysenberries, frozen, unsweetened",,trái cây,50,1.1,12.19,0.26,5.3,,1,139,27,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171713",FALSE
171714,"Breadfruit, raw",,trái cây,103,1.07,27.12,0.23,4.9,,2,490,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171714",FALSE
171715,"Carambola, (starfruit), raw",,trái cây,31,1.04,6.73,0.33,2.8,,2,133,12,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171715",FALSE
171716,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",,trái cây,91,0.73,23.27,0.1,1.1,,7,93,10,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171716",FALSE
171717,"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",,trái cây,114,0.71,29.23,0.09,0.8,,7,91,9,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171717",FALSE
171718,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",,trái cây,46,0.92,11.02,0.44,1.6,,1,124,16,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:171718",FALSE
