id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,thai_bo_pct,is_estimated
1106059,Dầu oliu,,,900,0,0,100,0,0,2,1,0,,,,,,,estimated,"NIN 2017 mã 06014 (năng lượng/đa chất); p_mg lấy từ USDA FDC #171413 'Oil, olive, salad or cooking' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Olive oil, salad or cooking', score=0.97. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106060,Thịt bê nạc,,,85,20,0,0.5,0,0,80,348,176,,,,,,,NIN,"NIN 2017, ma 07002, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106062,"Thịt bò, lưng, nạc",,,121,23.07,0.1,3.16,0,,57,361,214,,,,,,,NIN,"NIN 2017, ma 07005, tr.78",,FALSE
1106063,"Thịt bò, lưng, nạc và mỡ",,,174,21.53,0.7,9.49,0,,59,349,185,,,,,,,NIN,"NIN 2017, ma 07006, tr.78",,FALSE
1106064,Thịt bồ câu ra ràng,,,340,17.5,0,30,0,0,54,199,217,,,,,,,NIN,"NIN 2017, ma 07007, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106065,"Thịt cừu, nạc",,,219,16.4,0,17,0,0,91,256,177,,,,,,,NIN,"NIN 2017, ma 07010, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106066,"Thịt dê, nạc",,,122,20.7,0,4.3,0,0,82,385,129,,,,,,,NIN,"NIN 2017, ma 07011, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106068,"Thịt lợn nửa nạc, nửa mỡ","thịt heo nửa nạc, nửa mỡ",,260,16.5,0,21.5,0,0,55,285,178,,,,,,,NIN,"NIN 2017, ma 07018, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106069,Thịt trâu,,,97,20.39,0.89,1.37,0,,53,297,197,,,,,,,NIN,"NIN 2017, ma 07023, tr.80",,FALSE
1106075,Dạ dày bò,,,97,14.8,0,4.2,0,0,97,67,85,,,,,,,NIN,"NIN 2017, ma 07033, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106079,Đuôi lợn,đuôi heo,,467,10.8,0,47.1,0,0,21,114,50,,,,,,,NIN,"NIN 2017, ma 07038, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106080,Gan vịt,,,122,17.1,2.8,4.7,0,,140,230,177,,,,,,,NIN,"NIN 2017, ma 07042, tr.82",,FALSE
1106082,Lưỡi bò,,,164,13.6,0.2,12.1,0,,69,315,162,,,,,,,NIN,"NIN 2017, ma 07044, tr.82",,FALSE
1106085,óc bò,,,124,9,0.5,9.5,0,,126,274,311,,,,,,,NIN,"NIN 2017, ma 07049, tr.84",,FALSE
1106086,Phổi bò,,,103,15.2,0,4.7,0,0,198,340,195,,,,,,,NIN,"NIN 2017, ma 07051, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106087,Phổi lợn,phổi heo,,92,14.8,0,3.6,0,0,153,303,230,,,,,,,NIN,"NIN 2017, ma 07052, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106088,Tai lợn,tai heo,,126,21,1.3,4.1,0,,191,55,41,,,,,,,NIN,"NIN 2017, ma 07054, tr.84",,FALSE
1106089,Tim bò,,,89,15,0.6,3,0,,98,287,185,,,,,,,NIN,"NIN 2017, ma 07055, tr.84",,FALSE
1106090,Tim gà,,,114,16,0,5.5,0,0,74,176,177,,,,,,,NIN,"NIN 2017, ma 07056, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106092,Tiết lợn luộc,tiết heo luộc,,44,10.7,0,0.1,0,0,343,131,12,,,,,,,NIN,"NIN 2017, ma 07059, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106096,Ba tê,,,326,10.8,15.4,24.6,0,,95,166,88,,,,,,,NIN,"NIN 2017, ma 07063, tr.86",,FALSE
1106106,Ếch (thịt đùi),,,90,20,0,1.1,0,0,58,285,147,,,,,,,NIN,"NIN 2017, ma 07080, tr.88 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106108,Lòng gà (cả bộ),,,119,17.88,1.79,4.47,0,,77,228,197,,,,,,,NIN,"NIN 2017, ma 07082, tr.88",,FALSE
1106133,Cá thu đao,,,156,20,0,8.4,0,0,86,406,190,,,,,,cá,NIN,"NIN 2017, ma 08027, tr.96 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106135,Cá trê,,,173,16.5,0,11.9,0,0,53,299,210,,,,,,cá,NIN,"NIN 2017, ma 08030, tr.96 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106136,Cua bể,,,103,17.5,7,0.6,0,,316,322,191,,,,,,hải sản,NIN,"NIN 2017, ma 08033, tr.98",,FALSE
1106137,Cua ghẹ,,,54,11.9,0,0.7,0,0,293,329,229,,,,,,hải sản,NIN,"NIN 2017, ma 08035, tr.98 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106139,Mực khô,,,291,60.1,2.5,4.5,0,,445,1368,287,,,,,,hải sản,NIN,"NIN 2017, ma 08039, tr.98",,FALSE
1106148,Tôm khô,,,347,75.6,2.5,3.8,0,,2175,200,995,,,,,,hải sản,estimated,"NIN 2017 mã 08053 (năng lượng/đa chất); na_mg, k_mg lấy từ USDA FDC #2706366 'Shrimp, dried' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Shrimp dried', score=1.00. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
1106149,Trai,,,38,4.6,2.5,1.1,0,,56,314,107,,,,,,hải sản,NIN,"NIN 2017, ma 08054, tr.100",,FALSE
1106151,Bánh phồng tôm sống,,,381,3.4,75.3,7.4,0,,418,195,50,,,,,,hải sản,NIN,"NIN 2017, ma 08056, tr.100",,FALSE
1106162,Trứng gà ta,,,150,12.96,1.25,10.33,0,,158,176,210,,,,,,trứng,NIN,"NIN 2017, ma 09001, tr.106",,FALSE
1106165,Trứng chim cút,,,157,12.78,2.89,10.47,0,,141,132,226,,,,,,trứng,NIN,"NIN 2017, ma 09007, tr.106",,FALSE
1106167,Trứng cá muối,,,274,24.6,3.5,17.9,0,,1500,181,356,,,,,,cá,NIN,"NIN 2017, ma 09009, tr.106",,FALSE
1106171,Sữa chua vớt béo,,,26,3.4,3.1,0,0,,135,339,109,,,,,,sữa,NIN,"NIN 2017, ma 10005, tr.110",,FALSE
1106172,Sữa đặc có đường Việt Nam,,,336,8.1,56,8.8,0,,127,371,219,,,,,,sữa,estimated,"NIN 2017 mã 10008 (năng lượng/đa chất); na_mg, k_mg lấy từ USDA FDC #2705402 'Milk, condensed, sweetened' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Milk condensed sweetened', score=1.00. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
1106173,Phó mát,,,380,25.5,0,30.9,0,0,621,98,424,,,,,,,NIN,"NIN 2017, ma 10009, tr.110 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106175,Dưa chuột hộp,,,19,0.3,4.16,0.14,0.7,,1208,23,16,,,,,,,NIN,"NIN 2017, ma 11002, tr.114",,FALSE
1106176,Dứa hộp,thơm hộp|khóm hộp,,57,0.3,13.84,0.06,0.2,,1,105,12,,,,,,,NIN,"NIN 2017, ma 11003, tr.114",,FALSE
1106179,Mận nước đường,,,62,0.3,14.9,0.1,1.8,,20,93,15,,,,,,,NIN,"NIN 2017, ma 11006, tr.114",,FALSE
1106186,Nước dứa hộp,nước thơm hộp|nước khóm hộp,,41,0.3,9.74,0.06,0.4,,2,130,12,,,,,,,NIN,"NIN 2017, ma 11013, tr.116",,FALSE
1106206,Bột ca cao,,,423,23.3,44.2,17,4.6,,21,1524,734,,,,,,,NIN,"NIN 2017, ma 12012, tr.120",,FALSE
1106207,Đường kính,,đồ ngọt,397,0,99.3,0,0,99.3,0,2,0,,,,,,,NIN,"NIN 2017, ma 12014, tr.122; bo sung Na/K/P tu NIN 2007, ma 12014, tr.510 | NIN 2017, mã 12014, tr.122 (đường kính). [R2 CHỐT 2026-08-18 (DAT-28): đường kính là sucrose tinh luyện, toàn bộ carb là đường; lấy sugar_g = carb_g = 99.3. Đối chiếu USDA FDC 746784 'Sugars, granulated' 99.7–99.8 g/100 g — cùng bậc, khác biệt do nguồn bảng khác nhau, không suy diễn số ngoài nguồn.]",,FALSE
1106221,Gừng khô (bột),,,346,7.6,72.4,2.9,12.5,,32,1343,148,,,,,,,NIN,"NIN 2017, ma 13002, tr.126; bo sung Na/K/P tu NIN 2007, ma 13002, tr.527",,FALSE
1106222,Gừng tươi,,,41,0.4,8.59,0.51,3.3,,7,316,8,,,,,,,NIN,"NIN 2017, ma 13003, tr.126",,FALSE
1106223,Hạt tiêu,,,365,7,67.6,7.4,33.5,,44,1259,44,,,,,,,NIN,"NIN 2017, ma 13004, tr.126",,FALSE
1106224,Muối,,,0,0,0,0,0,0,38758,4,70,,,,,,,NIN,"NIN 2017, ma 13005, tr.126 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
1106225,"Nghệ khô, bột",,,360,6.3,72.1,5.1,21.1,,38,2525,284,,,,,,,NIN,"NIN 2017, ma 13006, tr.126; bo sung Na/K/P tu NIN 2007, ma 13006, tr.531",,FALSE
1106226,Nghệ tươi,,,377,0,82.5,5.2,0.9,,5,356,22,,,,,,,NIN,"NIN 2017, ma 13007, tr.126",,FALSE
1106229,Magi,,,65,10,6.1,0.1,0,,5586,212,130,,,,,,,NIN,"NIN 2017, ma 13010, tr.126",,FALSE
1106236,Nước mắm cá,,,35,5.06,3.64,0.01,0,,7720,288,7,,,,,,,NIN,"NIN 2017, ma 13017, tr.128",,FALSE
1106240,Sốt mayonnaise,,,701,0,0.1,77.8,0,,486,14,25,,,,,,,NIN,"NIN 2017, ma 13023, tr.128",,FALSE
1106241,"Bia (cồn: 4,5 g)",,,43,0.5,2.3,0,0,,4,27,26,,,,,,,NIN,"NIN 2017, ma 14001, tr.132",,FALSE
1106245,Nước cam tươi,,,23,0.7,4.7,0.2,0.2,,1,200,16,,,,,,,NIN,"NIN 2017, ma 14005, tr.132; bo sung Na/K/P tu NIN 2007, ma 14005, tr.555",,FALSE
1106247,Nước ép cà chua,,,21,0.8,3,0.6,0.4,,10,229,13,,,,,,,NIN,"NIN 2017, ma 14007, tr.132",,FALSE
1106249,Nước quít tươi,,,25,0.4,5.3,0.2,0.2,,1,178,24,,,,,,,NIN,"NIN 2017, ma 14009, tr.132",,FALSE
1106254,"Rượu vang trắng (cồn 9,5 g)",,,66,0.1,0.2,0,0,,4,61,6,,,,,,,NIN,"NIN 2017, ma 14014, tr.134",,FALSE
1106255,Rượu vang trắng ngọt (cồn 10.2 g),,,96,0.2,5.9,0,0,,13,110,13,,,,,,,NIN,"NIN 2017, ma 14015, tr.134",,FALSE
1106314,Mỳ vằn thắn,,,81,2.6,10.58,3.1,0.2,,370,86,31,,,,,,,estimated,"NIN 2017 mã 15060 (năng lượng/đa chất); na_mg, k_mg lấy từ USDA FDC #2709160 'Soup, wonton' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Wonton soup', score=0.91. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
5000,"Sữa bột Glucerna (bột, chưa pha)",Glucerna|Glucerna Triple Care|sua Glucerna,sữa dinh dưỡng y tế,437,19.5,50.11,16.7,7.49,10.77,405,710,323,,,,,,sữa|đậu nành,curated,"Abbott Family Singapore — Glucerna Triple Care, bang Nutritional Table, per 100 g bot (family.abbott/sg-en/glucerna/products/glucerna-triple-care.html, truy cap 2026-08-12). Cong thuc ban tai VN nhap tu Singapore. GI: nha SX cong bo dinh tinh 'low GI' nhung KHONG cong bo tri so -> de trong, khong suy dien. Purine: khong cong bo. Di ung: khai bao RONG theo huong an toan (sua tu dam sua bo; dau nanh tu dau/lecithin dau nanh trong danh sach thanh phan) - R2 doi chieu nhan san pham truoc khi thu hep",,FALSE
5001,"Sữa bột Nutren Diabetes (bột, chưa pha)",Nutren Diabetes|Nutren Diabetik|sua Nutren Diabetes,sữa dinh dưỡng y tế,455,23,44,19,7.0,9.5,440,515,200,,,,,,sữa,curated,"Nestle Health Science Singapore — NUTREN Diabetes Powder, bang thanh phan dinh duong, per 100 g bot (nestlehealthscience.sg/brands/nutren-diabetes/nutren-diabetes-powder, truy cap 2026-08-12). Khau phan chuan nha SX: 55 g bot -> 250 ml. GI: nha SX cong bo GI=28 tren san pham pha san RTD, KHONG phai tri so do cho bot nay -> de trong gi_index, khong gan cheo (RULE-2). Purine: khong cong bo. Di ung: dam whey + caseinat kali (goc sua) theo danh sach thanh phan",,FALSE
5002,Rau ngót,bồ ngót|rau bồ ngót,rau,35,5.3,3.4,1.0,2.5,,25,457,65,,,,,,,NIN,"Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (Vietnamese Food Composition Table), mã 4086, STT 168, tr.168 — tên tiếng Anh 'Sauropus, sp. leaves', thải bỏ 23,0%. Trích trực tiếp từ bản PDF do FAO lưu (fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf). LƯU Ý PROVENANCE: bảng NIN để TRỐNG ô Lipid, Đường tổng số, Purin và Vitamin K (dấu '-' = KHÔNG CÓ SỐ LIỆU, không phải bằng 0). Đường và purin vì thế để rỗng đúng theo nguồn. Riêng lipid là trường bắt buộc của FoodItem nên lấy 1,0 g từ Tabel Komposisi Pangan Indonesia (TKPI, mã DP005 'Daun katuk') — CÙNG LOÀI Sauropus androgynus; đây là con số DUY NHẤT trong dòng này không đến từ NIN.",23,FALSE
5010,Cá rô đồng,cá rô,thủy sản,126,19.1,0,5.5,0,0,62,269,151,,,,,,cá,NIN,"Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), mã 8023 — 'Anabas'; Na/K bổ sung từ USDA FDC fdcId:173678 'Fish, perch, mixed species, raw' — ƯỚC TÍNH, NIN bỏ trống Na/K cho mã này",44,TRUE
5011,Tép,tép gạo|tép riu,thủy sản,58,11.7,0,1.2,0,0,418,316,218,,,,,,hải sản,NIN,"Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), mã 8049 — 'Tiny shrimp'; Na/K bổ sung từ proxy từ NIN mã 8052 'Fresh-water shrimp' (Tôm đồng, id 2144) — ƯỚC TÍNH, NIN bỏ trống Na/K cho mã này",8,TRUE
5015,Ớt tươi,ớt|ớt đỏ,gia vị,23,1,4,0.3,2,,2,211,26,,,,,,,NIN,"Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), mã 4061 — 'Chili pepper, peppers red'",18,FALSE
5016,Hành khô (hành tím),hành khô|hành tím|củ hành tím,gia vị,72,2.5,16.8,0.1,3.2,7.87,12,334,60,,,,,,,USDA,"USDA FoodData Central, SR Legacy fdcId:170499 'Shallots, raw'. NIN không có hành khô — mã 4117 gần nhất là 'Onion shallot, scallion, PICKLED' (hành muối). Lưu ý: 'hành khô' trong tiếng Việt là CỦ HÀNH TÍM, không phải hành sấy khô; khác với 'Hành củ tươi' (id 4018, = Onion, bulb onion) và 'Hành lá' (id 79).; thải bỏ 30% tra CHÉO từ NIN mã 4117 'Onion shallot'",30,FALSE
5017,Húng quế,rau húng quế|húng chó,rau lá,20,2.2,1.5,0.6,3.5,0.3,91,148,83,,,,,,,NIN,"Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), mã 4075 — 'Basil sweet leaves, raw'",20,FALSE
5018,Rau răm,răm,rau lá,30,4.7,2.8,,3.8,,5,216,55,,,,,,,NIN,"Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), mã 4088 — 'Polygonum odoratum'. NIN bỏ trống ô Lipid (Fat) — để TRỐNG theo DEC-061, không suy 0 và không mượn proxy.",25,FALSE
5019,Giấm,dấm|dấm gạo|giấm ăn|giấm gạo,gia vị,18,0,0.04,0,0,0.04,2,2,4,,,,,,,USDA,"USDA FoodData Central, SR Legacy fdcId:172237 'Vinegar, distilled'. NIN không có dòng dấm/giấm.; thải bỏ 0% tra CHÉO từ giấm là chất lỏng, không có phần bỏ đi",0,FALSE
5030,Cá tra,cá basa|cá ba sa,thủy sản,75.5254,14.5929,0,1.906,0,0,295.875,265.9,160.333,,,,,,cá,FAO,"FAO/INFOODS uFiSh 1.0 (FAO, Rome 2016), sheet '04 NV_sum (per 100 g EP)', Food Item ID 091022, 3-Alpha 'PGS' — Striped catfish, farmed, fillet w/o skin, raw, (previously f; dạng sống (state=r), số liệu trên 100 g phần ăn được; thải bỏ suy từ hệ số EDIBLE=0.39 của uFiSh (uFiSh đánh dấu ngoặc vuông = độ tin cậy thấp) | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",61,FALSE
5033,Tôm sú (uFiSh),,thủy sản,93.71,17.3129,3.6584,1.09167,0,,167,289,251.5,,,,,,hải sản,FAO,"FAO/INFOODS uFiSh 1.0 (FAO, Rome 2016), sheet '04 NV_sum (per 100 g EP)', Food Item ID 092034, 3-Alpha 'GIT' — Giant tiger prawn, flesh, raw (n.s.); dạng sống (state=r), số liệu trên 100 g phần ăn được; thải bỏ suy từ hệ số EDIBLE=0.57 của uFiSh",43,FALSE
5034,Tôm càng xanh,,thủy sản,90.83,17.7975,0.6485,1.894,0,,152.8,325.685,141,,,,,,hải sản,FAO,"FAO/INFOODS uFiSh 1.0 (FAO, Rome 2016), sheet '04 NV_sum (per 100 g EP)', Food Item ID 092007, 3-Alpha 'PRF' — Giant river prawn, flesh, raw; dạng sống (state=r), số liệu trên 100 g phần ăn được; thải bỏ suy từ hệ số EDIBLE=0.57 của uFiSh",43,FALSE
5035,Tôm thẻ chân trắng,tôm thẻ,thủy sản,81.84,18.2,0,1,0,0,215,126,155,,,,,,hải sản,FAO,"FAO/INFOODS uFiSh 1.0 (FAO, Rome 2016), sheet '04 NV_sum (per 100 g EP)', Food Item ID 092037, 3-Alpha 'PNV' — Whiteleg shrimp, flesh, raw; dạng sống (state=r), số liệu trên 100 g phần ăn được; thải bỏ suy từ hệ số EDIBLE=0.57 của uFiSh | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",43,FALSE
5036,Cua biển,cua bể,thủy sản,78.325,14.7,1.135,1.665,0,,231.45,210,215.5,,,,,,hải sản,FAO,"FAO/INFOODS uFiSh 1.0 (FAO, Rome 2016), sheet '04 NV_sum (per 100 g EP)', Food Item ID 092015, 3-Alpha 'MUD' — Indo-Pacific swamp crab, flesh, raw; dạng sống (state=r), số liệu trên 100 g phần ăn được; thải bỏ suy từ hệ số EDIBLE=0.2 của uFiSh",80,FALSE
5037,Vẹm xanh,,thủy sản,53.3,9.3,2,0.9,0,,211,210,178,,,,,,hải sản,FAO,"FAO/INFOODS uFiSh 1.0 (FAO, Rome 2016), sheet '04 NV_sum (per 100 g EP)', Food Item ID 093022, 3-Alpha 'MSV' — Green mussel, flesh, raw; dạng sống (state=r), số liệu trên 100 g phần ăn được; thải bỏ suy từ hệ số EDIBLE=0.51 của uFiSh",49,FALSE
4116,Đậu ván,đậu ván trắng|hyacinth bean|lablab bean,legume,344,23.9,60.74,1.69,25.6,,21,1235,372,,,,,,,USDA,"USDA FDC fdcId:175210 ""Hyacinth beans, mature seeds, raw"" — khớp trực tiếp. sugar_g để trống: USDA không đo Total Sugars cho mục này (đậu khô nguyên hạt, cùng tình trạng nhiều loại đậu khác trong kho).",,false
4117,Mỳ sợi,mì sợi|mì khô|mỳ khô|wheat noodles,ngũ cốc,350,11.0,74.5,0.9,0.3,2.67,6,223,97,,,,,,gluten,NIN,"Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mã 01022 'Mỳ sợi / Wheat noodles, raw', tr. 26; na_mg/k_mg/sugar_g tra chéo USDA FDC fdcId:168927 'Pasta, dry, unenriched' vì bảng NIN BỎ TRỐNG ba ô này (khớp loài+dạng: đều là sợi lúa mì khô chưa làm giàu vi chất; kiểm chéo carb 74,50 NIN vs 74,67 USDA). Mọi giá trị khác lấy nguyên từ NIN.",0,FALSE
150,Nước lã,nước|nước đun sôi|nước dùng|nước lọc,khác,0,0,0,0,0,0,0,0,0,0,nước tinh khiết không chứa purine — không cần tra nguồn,,,,,curated,hằng số vật lý — nước tinh khiết (H2O) không mang năng lượng/protein/carb/fat/khoáng chất. Thêm để sửa lỗi kcal/100g quá đặc ở món nước/cháo (DEC-094): nước dùng/nước cháo là phần lớn khối lượng bát ăn nhưng trước đó bị loại khỏi dish_ingredients cùng với xương ninh.,0,FALSE
